Station Name,day,Min Solar radiation,Average Solar radiation,Max Solar radiation
63rd Street Weather Station,08/02/2015,0,269.2173913043478,822
Oak Street Weather Station,07/04/2020,-4,269.0833333333333,845
63rd Street Weather Station,07/18/2021,0,269.0833333333333,770
Foster Weather Station,08/16/2022,2,269.0416666666667,838
Oak Street Weather Station,04/28/2018,0,269.0416666666667,867
63rd Street Weather Station,06/05/2017,1,268.9583333333333,787
Oak Street Weather Station,08/03/2015,0,268.9166666666667,864
63rd Street Weather Station,04/16/2016,3,268.875,820
63rd Street Weather Station,07/03/2021,0,268.875,757
63rd Street Weather Station,06/17/2018,0,268.8636363636364,904
Oak Street Weather Station,08/01/2016,-3,268.7916666666667,821
63rd Street Weather Station,06/26/2017,1,268.7391304347826,1011
63rd Street Weather Station,04/15/2017,0,268.4347826086956,823
Oak Street Weather Station,05/07/2020,0,268.39130434782606,907
63rd Street Weather Station,07/02/2021,1,268.375,810
Foster Weather Station,07/12/2015,0,268.2173913043478,833
63rd Street Weather Station,07/26/2020,0,268.1818181818182,762
63rd Street Weather Station,08/12/2015,1,268.1666666666667,812
63rd Street Weather Station,06/27/2019,0,268.1666666666667,808
Oak Street Weather Station,05/29/2021,0,268.1666666666667,795
Foster Weather Station,08/08/2021,2,268.14285714285717,762
63rd Street Weather Station,06/11/2020,0,268.125,927
Foster Weather Station,07/17/2015,0,268.0833333333333,838
63rd Street Weather Station,06/28/2015,1,268.04347826086956,908
Oak Street Weather Station,08/04/2016,-5,268.0,808
Oak Street Weather Station,06/11/2021,-5,267.9166666666667,825
Oak Street Weather Station,06/19/2022,-5,267.9166666666667,970
Foster Weather Station,07/31/2022,2,267.8333333333333,960
63rd Street Weather Station,08/06/2015,1,267.8181818181818,828
63rd Street Weather Station,07/23/2018,0,267.75,1039
Oak Street Weather Station,05/30/2022,-5,267.6521739130435,871
Oak Street Weather Station,07/14/2022,-4,267.5652173913044,991
Oak Street Weather Station,07/01/2015,2,267.55,844
63rd Street Weather Station,07/31/2021,0,267.4583333333333,835
Oak Street Weather Station,04/14/2022,0,267.2916666666667,835
Oak Street Weather Station,05/06/2020,0,267.2916666666667,878
63rd Street Weather Station,05/04/2019,3,267.125,768
Oak Street Weather Station,07/31/2019,-4,266.875,848
Oak Street Weather Station,06/30/2022,-6,266.875,967
63rd Street Weather Station,08/10/2022,0,266.8333333333333,780
Oak Street Weather Station,06/08/2016,0,266.7826086956522,952
63rd Street Weather Station,09/02/2015,0,266.73333333333335,799
Oak Street Weather Station,07/12/2019,-5,266.4166666666667,838
Oak Street Weather Station,08/12/2020,-4,266.39130434782606,851
Oak Street Weather Station,05/31/2017,-3,266.375,934
Foster Weather Station,07/02/2015,0,266.3,749
63rd Street Weather Station,07/27/2015,1,266.25,765
Oak Street Weather Station,05/16/2017,-5,266.2083333333333,860
Oak Street Weather Station,07/22/2015,0,266.1363636363636,897
Oak Street Weather Station,09/02/2016,-3,266.1363636363636,825
Oak Street Weather Station,06/07/2018,-2,266.125,849
63rd Street Weather Station,08/03/2021,0,266.0833333333333,766
63rd Street Weather Station,07/01/2020,0,266.04545454545456,806
Oak Street Weather Station,08/06/2016,-3,266.04347826086956,834
63rd Street Weather Station,05/13/2020,1,266.0,857
Foster Weather Station,05/28/2022,2,266.0,781
63rd Street Weather Station,09/03/2017,0,265.95652173913044,907
63rd Street Weather Station,08/03/2019,0,265.9166666666667,768
63rd Street Weather Station,05/07/2018,1,265.7916666666667,761
63rd Street Weather Station,06/26/2019,0,265.7916666666667,852
63rd Street Weather Station,04/22/2017,3,265.6666666666667,965
63rd Street Weather Station,04/30/2018,0,265.625,811
Oak Street Weather Station,05/22/2017,-2,265.5,891
Foster Weather Station,05/09/2022,1,265.4583333333333,821
63rd Street Weather Station,08/02/2019,0,265.4166666666667,771
Foster Weather Station,07/13/2022,3,265.25,837
63rd Street Weather Station,06/03/2017,0,265.1666666666667,828
63rd Street Weather Station,08/03/2018,0,265.1666666666667,773
63rd Street Weather Station,07/06/2019,0,265.125,840
Oak Street Weather Station,06/10/2019,-3,264.875,927
63rd Street Weather Station,07/31/2022,0,264.7916666666667,939
63rd Street Weather Station,06/16/2018,0,264.77272727272725,785
Oak Street Weather Station,06/19/2016,-4,264.7142857142857,990
Oak Street Weather Station,06/11/2020,-4,264.7083333333333,872
Foster Weather Station,07/28/2015,0,264.6666666666667,810
Oak Street Weather Station,07/12/2015,0,264.6190476190476,874
63rd Street Weather Station,07/04/2017,0,264.5416666666667,869
Oak Street Weather Station,06/18/2018,-6,264.5416666666667,871
Oak Street Weather Station,06/07/2017,-2,264.5238095238095,907
Oak Street Weather Station,06/28/2022,-5,264.4583333333333,969
63rd Street Weather Station,08/21/2017,0,264.4117647058824,708
Foster Weather Station,08/06/2015,0,264.40909090909093,808
Foster Weather Station,07/25/2021,2,264.0869565217391,805
Oak Street Weather Station,06/29/2019,-4,264.0833333333333,827
63rd Street Weather Station,07/20/2021,0,264.04347826086956,756
Oak Street Weather Station,07/16/2016,-2,264.0416666666667,861
63rd Street Weather Station,07/10/2016,0,264.0,859
Oak Street Weather Station,09/03/2017,-4,263.94736842105266,790
63rd Street Weather Station,08/12/2020,0,263.9166666666667,778
Oak Street Weather Station,04/19/2018,0,263.9166666666667,860
63rd Street Weather Station,04/14/2016,3,263.8333333333333,814
63rd Street Weather Station,09/01/2015,0,263.75,745
Oak Street Weather Station,04/25/2018,0,263.7083333333333,862
63rd Street Weather Station,04/17/2017,2,263.60869565217394,851
63rd Street Weather Station,06/08/2021,0,263.5833333333333,833
Oak Street Weather Station,04/15/2016,1,263.4583333333333,829
Oak Street Weather Station,04/30/2018,-3,263.4583333333333,842
Foster Weather Station,05/16/2022,2,263.4166666666667,946
Oak Street Weather Station,04/18/2020,0,263.3478260869565,850
Foster Weather Station,09/01/2015,0,263.3,814
Oak Street Weather Station,04/20/2020,0,263.2916666666667,848
63rd Street Weather Station,04/06/2017,4,263.25,965
Foster Weather Station,07/31/2015,0,263.25,832
Oak Street Weather Station,06/12/2017,-6,263.17391304347825,902
Oak Street Weather Station,07/19/2022,-6,263.1666666666667,831
Foster Weather Station,08/02/2022,2,263.1666666666667,817
Oak Street Weather Station,07/06/2017,-6,263.09090909090907,830
Oak Street Weather Station,09/01/2015,0,263.05882352941177,686
63rd Street Weather Station,06/30/2015,2,263.0,795
63rd Street Weather Station,07/25/2019,0,263.0,754
Oak Street Weather Station,06/17/2020,-3,262.9130434782609,849
63rd Street Weather Station,05/16/2018,2,262.9130434782609,806
63rd Street Weather Station,05/08/2018,1,262.8333333333333,790
63rd Street Weather Station,05/04/2018,1,262.8125,867
63rd Street Weather Station,05/25/2019,0,262.7916666666667,1036
63rd Street Weather Station,07/05/2017,0,262.75,770
63rd Street Weather Station,07/25/2016,0,262.7083333333333,839
Oak Street Weather Station,08/23/2016,-4,262.7083333333333,859
Foster Weather Station,07/19/2021,2,262.6666666666667,776
Oak Street Weather Station,05/30/2017,-3,262.6666666666667,1107
63rd Street Weather Station,07/20/2015,0,262.5882352941176,1166
63rd Street Weather Station,05/24/2022,2,262.5,808
63rd Street Weather Station,07/30/2018,0,262.4347826086956,766
Oak Street Weather Station,07/08/2019,-3,262.375,793
Foster Weather Station,07/05/2022,0,262.375,793
Oak Street Weather Station,06/10/2021,-3,262.1666666666667,805
Foster Weather Station,06/28/2022,2,262.125,990
Oak Street Weather Station,06/09/2017,-4,262.125,900
63rd Street Weather Station,05/07/2020,3,262.0833333333333,782
Foster Weather Station,07/26/2022,2,262.0833333333333,907
Foster Weather Station,08/01/2021,2,262.0833333333333,814
Oak Street Weather Station,04/07/2017,0,262.0833333333333,824
Foster Weather Station,08/04/2015,0,262.04347826086956,822
Oak Street Weather Station,04/16/2020,1,262.0416666666667,865
Oak Street Weather Station,08/01/2019,-4,262.0,834
Oak Street Weather Station,08/11/2020,-3,261.9583333333333,851
Oak Street Weather Station,07/02/2016,-2,261.84615384615387,747
63rd Street Weather Station,04/21/2019,0,261.8333333333333,777
Oak Street Weather Station,07/23/2020,-4,261.7916666666667,839
Oak Street Weather Station,07/20/2021,-3,261.7826086956522,786
Oak Street Weather Station,08/08/2016,-3,261.7826086956522,821
Oak Street Weather Station,08/07/2020,-4,261.75,850
63rd Street Weather Station,06/27/2021,0,261.7391304347826,989
Oak Street Weather Station,07/24/2019,-4,261.625,817
63rd Street Weather Station,06/24/2022,0,261.5416666666667,826
63rd Street Weather Station,04/23/2016,3,261.4347826086956,830
Oak Street Weather Station,05/06/2017,0,261.3333333333333,871
63rd Street Weather Station,05/06/2018,3,261.22727272727275,790
Foster Weather Station,07/12/2022,3,261.1666666666667,863
Foster Weather Station,07/28/2022,2,261.0833333333333,921
63rd Street Weather Station,08/13/2015,0,261.0416666666667,1077
63rd Street Weather Station,08/06/2020,0,260.9166666666667,797
Oak Street Weather Station,08/05/2021,-4,260.8695652173913,801
63rd Street Weather Station,08/19/2018,0,260.85714285714283,731
Oak Street Weather Station,07/04/2018,-6,260.7826086956522,851
Oak Street Weather Station,05/30/2021,-2,260.77272727272725,899
63rd Street Weather Station,07/22/2022,0,260.75,851
63rd Street Weather Station,05/26/2018,0,260.4583333333333,780
63rd Street Weather Station,07/01/2019,0,260.4583333333333,830
63rd Street Weather Station,08/07/2020,0,260.4166666666667,769
Oak Street Weather Station,07/01/2021,-3,260.4166666666667,844
Oak Street Weather Station,07/09/2017,-5,260.23809523809524,817
63rd Street Weather Station,08/23/2018,0,260.2173913043478,773
Oak Street Weather Station,05/25/2016,-3,260.1666666666667,885
Oak Street Weather Station,07/11/2019,-5,260.0833333333333,756
Oak Street Weather Station,08/11/2015,0,260.0416666666667,829
Oak Street Weather Station,06/02/2020,-6,260.0,810
Oak Street Weather Station,06/17/2018,-6,260.0,892
Oak Street Weather Station,07/20/2022,-6,259.875,876
63rd Street Weather Station,06/15/2018,0,259.4583333333333,907
Oak Street Weather Station,06/13/2015,0,259.45454545454544,982
63rd Street Weather Station,07/13/2022,0,259.375,956
63rd Street Weather Station,06/12/2016,0,259.3333333333333,674
63rd Street Weather Station,07/04/2016,0,259.3333333333333,893
Foster Weather Station,08/03/2021,2,259.2608695652174,799
Oak Street Weather Station,08/12/2015,0,259.17391304347825,857
Foster Weather Station,07/10/2015,0,259.1363636363636,912
63rd Street Weather Station,05/31/2019,0,259.0,780
Oak Street Weather Station,08/09/2019,-4,258.9583333333333,821
Oak Street Weather Station,06/13/2021,-4,258.9130434782609,853
63rd Street Weather Station,05/08/2016,2,258.7826086956522,890
Oak Street Weather Station,07/19/2015,-2,258.72727272727275,705
Oak Street Weather Station,06/03/2016,-3,258.7142857142857,871
63rd Street Weather Station,06/04/2018,0,258.6818181818182,841
63rd Street Weather Station,10/02/2015,2,258.6666666666667,752
Oak Street Weather Station,05/23/2018,-2,258.6190476190476,866
63rd Street Weather Station,08/23/2019,0,258.5833333333333,770
Oak Street Weather Station,06/19/2021,-5,258.5217391304348,847
63rd Street Weather Station,08/07/2015,0,258.4583333333333,873
63rd Street Weather Station,08/25/2017,0,258.4166666666667,799
Oak Street Weather Station,07/10/2019,-6,258.3478260869565,966
Oak Street Weather Station,08/03/2021,-4,258.3478260869565,782
Oak Street Weather Station,07/26/2021,-5,258.3333333333333,822
Foster Weather Station,08/06/2022,1,258.30434782608694,806
63rd Street Weather Station,06/28/2020,0,258.2916666666667,876
Oak Street Weather Station,04/26/2018,-2,258.2083333333333,838
Oak Street Weather Station,05/06/2018,0,258.14285714285717,843
Oak Street Weather Station,07/06/2016,-4,258.1111111111111,874
Oak Street Weather Station,04/23/2022,-4,258.0869565217391,976
Oak Street Weather Station,07/27/2015,0,257.82608695652175,854
63rd Street Weather Station,05/09/2022,0,257.7916666666667,878
63rd Street Weather Station,08/02/2016,0,257.6666666666667,872
Oak Street Weather Station,06/13/2017,-4,257.6666666666667,821
Oak Street Weather Station,05/24/2020,-4,257.625,834
Foster Weather Station,08/02/2015,0,257.60869565217394,807
63rd Street Weather Station,08/09/2019,0,257.4166666666667,798
63rd Street Weather Station,05/29/2022,0,257.2173913043478,777
Oak Street Weather Station,07/30/2019,-5,257.0833333333333,824
63rd Street Weather Station,08/01/2015,0,257.0416666666667,962
63rd Street Weather Station,08/05/2022,0,257.0,755
Oak Street Weather Station,04/21/2020,0,256.9130434782609,869
63rd Street Weather Station,07/30/2019,0,256.875,792
Oak Street Weather Station,05/26/2018,-5,256.8333333333333,842
Oak Street Weather Station,06/02/2016,-3,256.8,865
Oak Street Weather Station,07/31/2020,-4,256.6666666666667,936
Foster Weather Station,07/03/2015,0,256.625,764
Oak Street Weather Station,07/20/2019,-6,256.5416666666667,873
63rd Street Weather Station,07/19/2016,0,256.375,838
63rd Street Weather Station,07/14/2020,0,256.3333333333333,798
Oak Street Weather Station,05/18/2017,-4,256.2608695652174,860
Foster Weather Station,07/24/2015,0,256.25,808
Foster Weather Station,05/10/2022,2,256.25,791
Oak Street Weather Station,05/16/2022,-4,256.22727272727275,963
63rd Street Weather Station,07/04/2019,0,256.0833333333333,831
Oak Street Weather Station,05/12/2022,-5,256.0833333333333,827
Oak Street Weather Station,07/12/2022,-5,256.0833333333333,865
Oak Street Weather Station,08/05/2015,0,256.05263157894734,790
Oak Street Weather Station,07/06/2020,-5,256.0,799
Oak Street Weather Station,05/15/2017,-3,255.95652173913044,826
Oak Street Weather Station,06/05/2016,-3,255.8,1175
Oak Street Weather Station,06/10/2017,-5,255.79166666666666,890
Foster Weather Station,08/16/2015,0,255.6086956521739,872
Oak Street Weather Station,07/22/2022,-6,255.58333333333334,842
63rd Street Weather Station,06/28/2016,0,255.5,1227
63rd Street Weather Station,07/28/2018,0,255.5,795
Oak Street Weather Station,05/27/2017,-2,255.2608695652174,866
Oak Street Weather Station,04/14/2016,1,254.95833333333334,805
Oak Street Weather Station,05/31/2019,-4,254.875,838
Oak Street Weather Station,05/29/2022,-5,254.82608695652175,829
Foster Weather Station,08/22/2022,2,254.70833333333334,803
63rd Street Weather Station,06/25/2017,1,254.65217391304347,1042
Oak Street Weather Station,06/26/2019,-5,254.625,883
Oak Street Weather Station,08/10/2022,-5,254.625,826
63rd Street Weather Station,07/27/2019,0,254.58333333333334,754
Oak Street Weather Station,07/30/2022,-5,254.54166666666666,923
63rd Street Weather Station,07/28/2015,0,254.29166666666666,809
Oak Street Weather Station,06/02/2022,-3,254.125,886
Foster Weather Station,06/12/2021,2,254.04545454545453,822
Foster Weather Station,08/17/2022,2,254.0,796
Oak Street Weather Station,03/29/2016,1,254.0,791
63rd Street Weather Station,04/08/2017,2,253.91666666666666,798
Oak Street Weather Station,05/31/2018,-4,253.9047619047619,908
Oak Street Weather Station,04/07/2018,1,253.7826086956522,815
Oak Street Weather Station,04/19/2020,0,253.70833333333334,873
63rd Street Weather Station,06/29/2019,0,253.70833333333334,1028
63rd Street Weather Station,07/28/2019,0,253.70833333333334,883
Oak Street Weather Station,08/02/2019,-4,253.625,825
63rd Street Weather Station,07/06/2017,0,253.625,850
Oak Street Weather Station,07/19/2016,-3,253.52380952380952,835
63rd Street Weather Station,07/19/2015,0,253.45454545454547,685
Oak Street Weather Station,06/27/2019,-4,253.41666666666666,838
Foster Weather Station,06/19/2015,0,253.375,745
63rd Street Weather Station,07/24/2015,0,253.33333333333334,918
63rd Street Weather Station,08/15/2017,0,253.33333333333334,806
Oak Street Weather Station,06/28/2015,0,253.3,899
Oak Street Weather Station,08/03/2019,-5,253.20833333333334,809
Oak Street Weather Station,05/27/2020,-4,253.16666666666666,864
63rd Street Weather Station,08/02/2022,0,253.04347826086956,749
Oak Street Weather Station,06/02/2021,-2,253.0,776
63rd Street Weather Station,06/13/2017,0,252.875,813
63rd Street Weather Station,07/01/2017,0,252.875,1046
Foster Weather Station,05/27/2015,0,252.83333333333334,723
63rd Street Weather Station,04/27/2018,3,252.83333333333334,822
63rd Street Weather Station,07/22/2016,0,252.625,840
63rd Street Weather Station,04/26/2018,2,252.58333333333334,791
Oak Street Weather Station,08/12/2017,-3,252.58333333333334,1015
